Action,Keyword ID,Keyword,Match Type,Status,Bid,Campaign ID,Ad Group ID
N/A,1716572341,root chakra crystal,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716572340,root chakra,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716572339,red chakra,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716572338,purple chakra,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716572337,overactive chakra,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716572336,orange chakra,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716572335,open chakra,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716572334,muladhara chakra,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716572333,manipura chakra,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716572332,heart chakra crystal,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716572331,heart chakra,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716572330,green chakra,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716572329,crown chakra crystal,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716572328,crown chakra,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716572327,chakra yoga,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716572326,chakra workshop,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716572325,chakra wand,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716572324,chakra tutorial,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716572323,chakra treatment,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716572322,chakra training,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716572321,chakra tools,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716571920,chakra therapy guide,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716571919,chakra therapy,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716571918,chakra test,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716571917,chakra symptoms,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716571916,chakra symbols,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716571915,chakra stones,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716571914,chakra stone set,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716571913,chakra sounds,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716571912,chakra scan,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716571911,chakra reiki,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716571910,chakra reading,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716571909,chakra rainbow,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716571908,chakra problems,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716571907,chakra practice,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716571906,chakra poster,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716571905,chakra pendulum,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716571904,chakra opening,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716571903,chakra oils,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716571902,chakra necklace,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716571901,chakra music,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716571900,chakra mat,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716571899,chakra massage,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716571898,chakra map,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716571897,chakra jewelry,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716571896,chakra introduction,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716571895,chakra incense,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716571894,chakra imbalance,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716571893,chakra health,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716571892,chakra healing guide,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716564933,meditation for anxiety,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716564932,meditation for sleep,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716564931,meditation for beginners,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716564930,30 minute meditation,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716564929,10 minute meditation,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716564928,5 minute meditation,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716564927,advanced meditation,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716564926,intermediate meditation,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716564925,meditation guru,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716564924,meditation master,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716564923,meditation expert,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716564922,meditation teacher,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716564921,meditation studio,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716564920,meditation center,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716564919,meditation retreat,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716564918,meditation workshop,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716564917,meditation class,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716564916,meditation course,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716564915,meditation training,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716564914,meditation method,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716564913,meditation practice,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716564912,meditation technique,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716564911,vacation meditation,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716564910,travel meditation,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716564909,beach meditation,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716564908,nature meditation,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716564907,outdoor meditation,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716564906,office meditation,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716564905,lunch break meditation,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716564904,weekend meditation,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716564903,short meditation,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716564902,quick meditation,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716564901,evening meditation,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716564900,aura guide,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716564899,chakra guide,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716564898,energy guide,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716564897,spiritual guide,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716564896,aura cleansing,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716564895,spiritual healing,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716564894,energy healing,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716564893,chakra healing,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716564892,chakra balance,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716564891,aura meditation,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716564890,spiritual meditation,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716564889,meditation planner,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716564888,meditation schedule,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716564887,meditation reminder,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716564886,meditation log,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716564885,meditation diary,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716564884,meditation journal,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716564883,meditation cushion,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716564882,meditation bowl,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716564881,meditation bell,EXACT,ACTIVE,2.2,1715185383,1716433556
N/A,1716561976,chakra scanner,EXACT,ACTIVE,2.8,1715185383,1716433556
N/A,1716561975,chakra app,EXACT,ACTIVE,2.8,1715185383,1716433556
N/A,1716561974,chakra alignment,EXACT,ACTIVE,2.8,1715185383,1716433556
N/A,1716561973,chakra cleansing,EXACT,ACTIVE,2.8,1715185383,1716433556
N/A,1716561972,chakra meaning,EXACT,ACTIVE,2.8,1715185383,1716433556
N/A,1716561971,chakra system,EXACT,ACTIVE,2.8,1715185383,1716433556
N/A,1716561970,chakra energy,EXACT,ACTIVE,2.8,1715185383,1716433556
N/A,1716561969,main chakras,EXACT,ACTIVE,2.8,1715185383,1716433556
N/A,1716561968,seven chakras,EXACT,ACTIVE,2.8,1715185383,1716433556
N/A,1716561967,chakras,EXACT,ACTIVE,2.8,1715185383,1716433556
N/A,1716561966,chakra,EXACT,ACTIVE,2.8,1715185383,1716433556
N/A,1716561647,crystal charging meditation,EXACT,ACTIVE,2.5,1715185383,1716433556
N/A,1716561646,crystal cleansing meditation,EXACT,ACTIVE,2.5,1715185383,1716433556
N/A,1716561645,crystal protection meditation,EXACT,ACTIVE,2.5,1715185383,1716433556
N/A,1716561644,crystal spiritual meditation,EXACT,ACTIVE,2.5,1715185383,1716433556
N/A,1716561643,crystal therapy meditation,EXACT,ACTIVE,2.5,1715185383,1716433556
N/A,1716561642,crystal balance meditation,EXACT,ACTIVE,2.5,1715185383,1716433556
N/A,1716561641,crystal healing meditation,EXACT,ACTIVE,2.5,1715185383,1716433556
N/A,1716561640,crystal mindfulness,EXACT,ACTIVE,2.5,1715185383,1716433556
N/A,1716561639,crystal guided meditation,EXACT,ACTIVE,2.5,1715185383,1716433556
N/A,1716561638,crystal energy meditation,EXACT,ACTIVE,2.5,1715185383,1716433556
N/A,1716561637,healing crystals meditation,EXACT,ACTIVE,2.5,1715185383,1716433556
N/A,1716561636,chakra crystals,EXACT,ACTIVE,2.5,1715185383,1716433556
N/A,1716561635,meditation stones,EXACT,ACTIVE,2.5,1715185383,1716433556
N/A,1716561634,meditation crystals,EXACT,ACTIVE,2.5,1715185383,1716433556
N/A,1716561633,crystal meditation,EXACT,ACTIVE,2.5,1715185383,1716433556
N/A,1716561632,protection meditation,EXACT,ACTIVE,2.5,1715185383,1716433556
N/A,1716561631,grounding meditation,EXACT,ACTIVE,2.5,1715185383,1716433556
N/A,1716561630,clarity meditation,EXACT,ACTIVE,2.5,1715185383,1716433556
N/A,1716561629,balance meditation,EXACT,ACTIVE,2.5,1715185383,1716433556
N/A,1716561628,energy meditation,EXACT,ACTIVE,2.5,1715185383,1716433556
N/A,1716561627,concentration meditation,EXACT,ACTIVE,2.5,1715185383,1716433556
N/A,1716561626,peace meditation,EXACT,ACTIVE,2.5,1715185383,1716433556
N/A,1716561625,relax meditation,EXACT,ACTIVE,2.5,1715185383,1716433556
N/A,1716561624,calm meditation,EXACT,ACTIVE,2.5,1715185383,1716433556
N/A,1716561623,deep sleep meditation,EXACT,ACTIVE,2.5,1715185383,1716433556
N/A,1716561622,sleep better meditation,EXACT,ACTIVE,2.5,1715185383,1716433556
N/A,1716561621,anxiety meditation,EXACT,ACTIVE,2.5,1715185383,1716433556
N/A,1716561620,stress relief meditation,EXACT,ACTIVE,2.5,1715185383,1716433556
N/A,1716561619,healing meditation,EXACT,ACTIVE,2.5,1715185383,1716433556
N/A,1716561618,deep meditation,EXACT,ACTIVE,2.5,1715185383,1716433556
N/A,1716561617,mindful meditation,EXACT,ACTIVE,2.5,1715185383,1716433556
N/A,1716561616,visualization meditation,EXACT,ACTIVE,2.5,1715185383,1716433556
N/A,1716561615,body scan meditation,EXACT,ACTIVE,2.5,1715185383,1716433556
N/A,1716561614,sound meditation,EXACT,ACTIVE,2.5,1715185383,1716433556
N/A,1716561613,mantra meditation,EXACT,ACTIVE,2.5,1715185383,1716433556
N/A,1716561612,chakra meditation,EXACT,ACTIVE,2.5,1715185383,1716433556
N/A,1716561611,focus meditation,EXACT,ACTIVE,2.5,1715185383,1716433556
N/A,1716561610,bedtime meditation,EXACT,ACTIVE,2.5,1715185383,1716433556
N/A,1716561609,night meditation,EXACT,ACTIVE,2.5,1715185383,1716433556
N/A,1716561608,morning meditation,EXACT,ACTIVE,2.5,1715185383,1716433556
N/A,1716561607,walking meditation,EXACT,ACTIVE,2.5,1715185383,1716433556
N/A,1716561606,breathing meditation,EXACT,ACTIVE,2.5,1715185383,1716433556
N/A,1716561605,sleep meditation,EXACT,ACTIVE,2.5,1715185383,1716433556
N/A,1716561604,meditation coach,EXACT,ACTIVE,2.5,1715185383,1716433556
N/A,1716561603,meditation tracker,EXACT,ACTIVE,2.5,1715185383,1716433556
N/A,1716561602,beginner meditation,EXACT,ACTIVE,2.5,1715185383,1716433556
N/A,1716561601,free meditation,EXACT,ACTIVE,2.5,1715185383,1716433556
N/A,1716561600,daily meditation,EXACT,ACTIVE,2.5,1715185383,1716433556
N/A,1716561599,meditation sounds,EXACT,ACTIVE,2.5,1715185383,1716433556
N/A,1716561598,meditation music,EXACT,ACTIVE,2.5,1715185383,1716433556
N/A,1716561597,meditation timer,EXACT,ACTIVE,2.5,1715185383,1716433556
N/A,1716561596,meditation app,EXACT,ACTIVE,2.5,1715185383,1716433556
N/A,1716561595,meditation guide,EXACT,ACTIVE,2.5,1715185383,1716433556
N/A,1716561594,guided meditation,EXACT,ACTIVE,2.5,1715185383,1716433556
N/A,1716561593,zen meditation,EXACT,ACTIVE,2.5,1715185383,1716433556
N/A,1716561592,mindfulness,EXACT,ACTIVE,2.5,1715185383,1716433556
N/A,1716561591,meditate,EXACT,ACTIVE,2.5,1715185383,1716433556
N/A,1716561590,meditation,EXACT,ACTIVE,2.5,1715185383,1716433556
N/A,1716561589,spiritual journey,EXACT,ACTIVE,2.0,1715185383,1716433556
N/A,1716561588,energy balance,EXACT,ACTIVE,2.0,1715185383,1716433556
N/A,1716561587,soul healing,EXACT,ACTIVE,2.0,1715185383,1716433556
N/A,1716561586,mind healing,EXACT,ACTIVE,2.0,1715185383,1716433556
N/A,1716561585,energy cleansing,EXACT,ACTIVE,2.0,1715185383,1716433556
N/A,1716561584,positive energy,EXACT,ACTIVE,2.0,1715185383,1716433556
N/A,1716561583,spiritual growth,EXACT,ACTIVE,2.0,1715185383,1716433556
N/A,1716561582,emotional balance,EXACT,ACTIVE,2.0,1715185383,1716433556
N/A,1716561581,mental clarity,EXACT,ACTIVE,2.0,1715185383,1716433556
N/A,1716555960,relaxation,EXACT,ACTIVE,2.0,1715185383,1716433556
N/A,1716555959,deep sleep,EXACT,ACTIVE,2.0,1715185383,1716433556
N/A,1716555958,better sleep,EXACT,ACTIVE,2.0,1715185383,1716433556
N/A,1716555957,anxiety relief,EXACT,ACTIVE,2.0,1715185383,1716433556
N/A,1716555956,stress relief,EXACT,ACTIVE,2.0,1715185383,1716433556
N/A,1716555955,inner peace,EXACT,ACTIVE,2.0,1715185383,1716433556
N/A,1716555954,calm mind,EXACT,ACTIVE,2.0,1715185383,1716433556
N/A,1716555953,meditation app,BROAD,PAUSED,2.8,1715185383,1716433556
N/A,1716555952,guided meditation,BROAD,PAUSED,2.8,1715185383,1716433556
N/A,1716555951,crystal meditation,BROAD,PAUSED,2.8,1715185383,1716433556
