Action,Keyword ID,Keyword,Match Type,Status,Bid,Campaign ID,Ad Group ID
N/A,1718097164,fish id,EXACT,ACTIVE,1.0,1120711183,1120771408
N/A,1718095423,stamp collecting,EXACT,ACTIVE,1.0,1120711183,1120771408
N/A,1718077978,price tracker,EXACT,ACTIVE,1.5,1120711183,1120771408
N/A,1718077575,penny hoarder,EXACT,ACTIVE,1.0,1120711183,1120771408
N/A,1718074311,plantin,EXACT,ACTIVE,1.3,1120711183,1120771408
N/A,1718071590,coin toss,EXACT,ACTIVE,1.5,1120711183,1120771408
N/A,1590997562,plant identification,EXACT,ACTIVE,1.8,1120711183,1120771408
N/A,1586395906,coin summary,EXACT,ACTIVE,1.5,1120711183,1120771408
N/A,1573378944,gold coin,EXACT,ACTIVE,2.0,1120711183,1120771408
N/A,1526661021,coinin coin scan identifier,EXACT,ACTIVE,1.2,1120711183,1120771408
N/A,1526658181,coinin: coin scan identifier,EXACT,ACTIVE,1.0,1120711183,1120771408
N/A,1526602080,coin scanner value identifier,EXACT,ACTIVE,1.8,1120711183,1120771408
N/A,1526602079,rare coins,EXACT,ACTIVE,1.2,1120711183,1120771408
N/A,1526602078,coin identifier snap scan,EXACT,ACTIVE,0.7,1120711183,1120771408
N/A,1526602077,coin in,EXACT,ACTIVE,1.0,1120711183,1120771408
N/A,1526602076,stamp identifier,EXACT,ACTIVE,0.8,1120711183,1120771408
N/A,1526602075,coininapp,EXACT,ACTIVE,1.5,1120711183,1120771408
N/A,1515208065,metal detector,EXACT,ACTIVE,1.0,1120711183,1120771408
N/A,1508733157,moneyscan,EXACT,ACTIVE,1.5,1120711183,1120771408
N/A,1508732491,silver coin values pro,EXACT,ACTIVE,1.5,1120711183,1120771408
N/A,1508732490,gold coin values pro,EXACT,ACTIVE,1.5,1120711183,1120771408
N/A,1508732375,coinage,EXACT,ACTIVE,2.0,1120711183,1120771408
N/A,1508728744,free coin scan,EXACT,ACTIVE,2.0,1120711183,1120771408
N/A,1507196050,numeric grading,EXACT,ACTIVE,1.0,1120711183,1120771408
N/A,1506132729,valeur monnaie,EXACT,ACTIVE,1.5,1120711183,1120771408
N/A,1506124501,my coin collection,EXACT,ACTIVE,1.5,1120711183,1120771408
N/A,1506122013,free coin appraiser,EXACT,ACTIVE,2.5,1120711183,1120771408
